LP-SO-3T:[2163452, 2163452, 2162425, 2160331, 2158973, 2158831, 2158831, 2159045, 2159144, 2159241, 2159353, 2159353, 2159817, 2160626, 2161840, 2162341, 2162341, 2163037, 2161410, 2159387, 2158003, 2158003, 2157471, 2157898, 2158212, 2157650, 2157650, 2157769, 2158071, 2158894, 2158894, 2159887, 2160895, 2160762, 2158901, 2158901, 2156995, 2156122, 2156156, 2156530]
TT-MI-3T:[2160245, 2158473, 2157398, 2157398, 2157900, 2158647, 2158698, 2158416, 2158416, 2158688, 2159250, 2160023, 2160917, 2161539, 2161539, 2160746, 2158509, 2156659, 2156659, 2156201, 2156393, 2156578, 2156506, 2156506, 2156656, 2156268, 2156918, 2157939, 2158427, 2158427, 2158784, 2157459, 2155050, 2155050, 2153833, 2153573, 2154301, 2154630, 2154630, 2154913]
LG-MI-3T:[2167125, 2167268, 2167268, 2166903, 2169811, 2170489, 2171455, 2171455, 2171510, 2172216, 2173376, 2174305, 2174305, 2175943, 2174954, 2174958, 2174939, 2174939, 2176430, 2178562, 2180205, 2182747, 2182747, 2184525, 2187254, 2189344, 2191915, 2191915, 2193856, 2195774, 2196470, 2196515, 2196515, 2196835, 2197847, 2198859, 2199048, 2199048, 2199515, 2199733]
IF-HR-3T:[2192296, 2190920, 2190738, 2188526, 2187891, 2187891, 2186699, 2186929, 2187781, 2187360, 2187360, 2187386, 2185109, 2181094, 2176862, 2176862, 2175063, 2174926, 2175886, 2175886, 2175886, 2176667, 2176929, 2179267, 2179267, 2179267, 2180810, 2181352, 2181229, 2179315, 2179315, 2178148, 2177236, 2178099, 2178099, 2178476, 2178780, 2179469, 2180506, 2180506]
PI-HR-3T:[2183789, 2184551, 2185945, 2186306, 2184359, 2184359, 2182578, 2182778, 2183047, 2183748, 2183748, 2184237, 2184890, 2185276, 2186269, 2186269, 2187111, 2188048, 2188055, 2186940, 2186940, 2185925, 2185236, 2185836, 2186515, 2186515, 2187032, 2187515, 2187813, 2188609, 2188609, 2189960, 2191187, 2191134, 2190337, 2190337, 2189057, 2188888, 2189385, 2190054]
LT-HR-3T:[2199726, 2199726, 2200181, 2199064, 2197556, 2197635, 2197635, 2197878, 2197829, 2198053, 2198028, 2198028, 2198409, 2198783, 2199762, 2200490, 2200490, 2201520, 2202337, 2202337, 2200998, 2200998, 2199463, 2199414, 2199487, 2199898, 2199898, 2200573, 2199678, 2199422, 2199105, 2199105, 2199851, 2200634, 2201010, 2201028, 2201028, 2199805, 2198494, 2196953]
LG-SO-3T:[2184564, 2184481, 2184481, 2185122, 2185446, 2185522, 2184323, 2184323, 2181579, 2179433, 2178578, 2178666, 2178666, 2178803, 2178582, 2177905, 2177878, 2177878, 2178615, 2178996, 2180077, 2180077, 2180996, 2181074, 2180180, 2177032, 2177032, 2175124, 2174651, 2174294, 2174785, 2174785, 2174698, 2173549, 2173745, 2174044, 2174044, 2174795, 2175421, 2175877]
PS-MI-3T:[2166390, 2165998, 2166079, 2166448, 2166711, 2166711, 2166431, 2166847, 2167858, 2168829, 2168829, 2169913, 2170601, 2169106, 2166299, 2166299, 2164155, 2164021, 2164533, 2164768, 2164768, 2164773, 2164395, 2164963, 2166514, 2166514, 2166575, 2167181, 2168502, 2167621, 2167621, 2164908, 2162412, 2161358, 2161675, 2161675, 2162800, 2162670, 2162056, 2162392]
FI-SO-3T:[2167938, 2167938, 2167264, 2170809, 2173033, 2170198, 2169674, 2169674, 2167636, 2166358, 2165558, 2165558, 2166366, 2167509, 2168017, 2167585, 2167585, 2164006, 2159576, 2158316, 2156974, 2156974, 2156588, 2157074, 2156239, 2155590, 2155590, 2155383, 2155898, 2156450, 2155726, 2155726, 2157977, 2159352, 2158408, 2158251, 2158251, 2158617, 2160524, 2162731]
PD-SO-3T:[2180475, 2181564, 2181564, 2182399, 2180197, 2178257, 2177023, 2177023, 2177392, 2178060, 2177944, 2178178, 2178178, 2178391, 2179830, 2180233, 2181369, 2181369, 2182593, 2182984, 2181635, 2179547, 2179547, 2179048, 2179122, 2179821, 2179821, 2180263, 2180847, 2181951, 2182228, 2183137, 2183137, 2183822, 2185652, 2186051, 2184948, 2184948, 2183291, 2181735]
