2209487,2207623,2207623,2206197,2205681,2206408,2206506,2206506,2206444,2206180,2206347,2207087,2207087,2208287,2208863,2208992,2208992,2208864,2207103,2205742,2205226,2205226,2205585,2206268,2206531,2206277,2206277,2206945,2207596,2207898,2208338,2208338,2208713,2208175,2204882,2204882,2204882,2204603,2205070,2206389,R
2208222,2208222,2208393,2208280,2208556,2208961,2208961,2209529,2210452,2210951,2211808,2211808,2210973,2209092,2208152,2207915,2207915,2208270,2208665,2208523,2208287,2208287,2208583,2209356,2209772,2210722,2210722,2210849,2209937,2207979,2206987,2206987,2206596,2206346,2205842,2206100,2206100,2205910,2206320,2206237,R
2201607,2201146,2200257,2200257,2201523,2203119,2205585,2206944,2206944,2208693,2210104,2211445,2213801,2213801,2215556,2217003,2216847,2215707,2215707,2214797,2214756,2215300,2215710,2215710,2216332,2216206,2216803,2217048,2217048,2217460,2218651,2219854,2219985,2219985,2218751,2217576,2217118,2216966,2216966,2217084,R
2219184,2217424,2217424,2216633,2216623,2216581,2217001,2217001,2216878,2216408,2217008,2217469,2217469,2218703,2218833,2219599,2218422,2218422,2216209,2215346,2215125,2215465,2215465,2215621,2215833,2215984,2216398,2216398,2217004,2218021,2218364,2218373,2218373,2217274,2215705,2214967,2215348,2215348,2215860,2216327,R
2212979,2212979,2213458,2213735,2214531,2215159,2215159,2215536,2214734,2212853,2211546,2211546,2211517,2211765,2212047,2211971,2211971,2211829,2212652,2212837,2213511,2213511,2214325,2214405,2212982,2210964,2210964,2209937,2210068,2210255,2210369,2210369,2210310,2210679,2210675,2211688,2211688,2212430,2213092,2212554,R
2212402,2212879,2213658,2213821,2213821,2214001,2214589,2214961,2215975,2215975,2216998,2217955,2218432,2217503,2217503,2215810,2215326,2215389,2215938,2215938,2215960,2215826,2215921,2216632,2216632,2216724,2217687,2218539,2218018,2218018,2216765,2215074,2215204,2215018,2215018,2215427,2215993,2215726,2215976,2215976,R
2216963,2217300,2217300,2217934,2218785,2218833,2218504,2218504,2216860,2215123,2214797,2215389,2215389,2215634,2215969,2215802,2216318,2216318,2216785,2217730,2218835,2218869,2218869,2217661,2216376,2215523,2215059,2215059,2215958,2215823,2216253,2216565,2216565,2216680,2217751,2218694,2219416,2219416,2218964,2217676,R
2219797,2220160,2220857,2221324,2222389,2222389,2223092,2224019,2224073,2222565,2222565,2221950,2221440,2221968,2221956,2221956,2222013,2221780,2222096,2222631,2222631,2223584,2224823,2225276,2224174,2224174,2223062,2222426,2222431,2222928,2222928,2222825,2223088,2223566,2224002,2224002,2225405,2226017,2226532,2225972,R
2222895,2224017,2226020,2226461,2226461,2228550,2229400,2229524,2227888,2227888,2226963,2226625,2227649,2228356,2228356,2229128,2230038,2230958,2232394,2232394,2232530,2232657,2232122,2231347,2231347,2231048,2231889,2232220,2232629,2232629,2232860,2233267,2233640,2234771,2234771,2234503,2233823,2232859,2232847,2232847,R
2245099,2245292,2245160,2246137,2246191,2246191,2246190,2245458,2244647,2243872,2243872,2244504,2244607,2245289,2244919,2244919,2246345,2246345,2246561,2246561,2246487,2244855,2243677,2243475,2243475,2243585,2243742,2244447,2244418,2244418,2244990,2245388,2246257,2246170,2246170,2245150,2244059,2243039,2243764,2243764,R
2240616,2240616,2238846,2235793,2235793,2235793,2237227,2237227,2237729,2238059,2238379,2238379,2238775,2240084,2240084,2237934,2237934,2236440,2235842,2235998,2235998,2236440,2236881,2237036,2236028,2236028,2236932,2237931,2238578,2237714,2237714,2236131,2235655,2235196,2236400,2236400,2236548,2237116,2236947,2237499,R
2225011,2225249,2226532,2227635,2226372,2226372,2224346,2223705,2223633,2224057,2224057,2224586,2224176,2224373,2225064,2225064,2225352,2225655,2224767,2222955,2222955,2220907,2220837,2220657,2221483,2221483,2221866,2221263,2220710,2221416,2221416,2221632,2221017,2218893,2216542,2216542,2216129,2216129,2216608,2216305,R
2212268,2209857,2204102,2203365,2204199,2204199,2206189,2209202,2211283,2211476,2211476,2211236,2211082,2210538,2208505,2208505,2205418,2202774,2201215,2201419,2201419,2201935,2201764,2201212,2200807,2200807,2200334,2199765,2198400,2195642,2195642,2192878,2191225,2190488,2189739,2189739,2188841,2187451,2186404,2185479,R
2229641,2230224,2230622,2230622,2230811,2231474,2232090,2232719,2232719,2232804,2231689,2230789,2229438,2229438,2229712,2229744,2230128,2230110,2230110,2230348,2231336,2232015,2232646,2232646,2232889,2231802,2230952,2230619,2230619,2230789,2231421,2231617,2231934,2231934,2232156,2232588,2233352,2234023,2233670,2233670,R
2229970,2228661,2227715,2226066,2226066,2224370,2220799,2223301,2222520,2222520,2225427,2227769,2230556,2232726,2232726,2233901,2235521,2235571,2235072,2235072,2237716,2238183,2237932,2239082,2239082,2239891,2240244,2241442,2243459,2243459,2243091,2242371,2241497,2242046,2242046,2242459,2242681,2242275,2242322,2242322,R
2231989,2231854,2231248,2230685,2230685,2231718,2232552,2231194,2229609,2229609,2228760,2228712,2228799,2228980,2228980,2228876,2228906,2229045,2229397,2229397,2229950,2229932,2229171,2227080,2227080,2225298,2224182,2223731,2223651,2223651,2223013,2222701,2222863,2222787,2222787,2223154,2223776,2223465,2222055,2222055,R
2215248,2217532,2218506,2219244,2219244,2218951,2217342,2216862,2216427,2216427,2214743,2214791,2215071,2214997,2214997,2215770,2216057,2216365,2216352,2216352,2214798,2212559,2210326,2209099,2209099,2208215,2207437,2206682,2206168,2206168,2205879,2205968,2206146,2205169,2205169,2203166,2201126,2199599,2199599,2199599,R
2180137,2179968,2179968,2179805,2179490,2178992,2178992,2178625,2178434,2178541,2179012,2179012,2179383,2179733,2178709,2177061,2177061,2175988,2175552,2175897,2176113,2176113,2176578,2177107,2177107,2177999,2178698,2178698,2179537,2180311,2180607,2180607,2179711,2178547,2178354,2178920,2178920,2179860,2180552,2181060,R
2235187,2234465,2234465,2234832,2234832,2235761,2235761,2236494,2237545,2238747,2239342,2239342,2240047,2241082,2241856,2241831,2240662,2240662,2240076,2240053,2240418,2240971,2240971,2241334,2241660,2241793,2242177,2242177,2242785,2243643,2243204,2241838,2241838,2240614,2240288,2240560,2241217,2241217,2241606,2241606,R
2230238,2231976,2233851,2233883,2233883,2234217,2234061,2234985,2236522,2236734,2236734,2236819,2236206,2236605,2237486,2237486,2238208,2238485,2237752,2237752,2236877,2236385,2237019,2237312,2237312,2238010,2237898,2238372,2239009,2239009,2239324,2240086,2239587,2237903,2237903,2237235,2236775,2237083,2237195,2237369,R
2220011,2221338,2221862,2220621,2219851,2219851,2219814,2220681,2221955,2221955,2222456,2223709,2223859,2224710,2224710,2226291,2227025,2226531,2224647,2224647,2223852,2224421,2224904,2225229,2225229,2225930,2225902,2226431,2227290,2227290,2228459,2229175,2228145,2226657,2226657,2225432,2225476,2226144,2226824,2226824,R
2246728,2246728,2245686,2244741,2243136,2242459,2242459,2241267,2237943,2233837,2230865,2230865,2233404,2233176,2232198,2232306,2232306,2234208,2235210,2235321,2235570,2235570,2235591,2233406,2232066,2230568,2230568,2230311,2229922,2229704,2228668,2228668,2227978,2228440,2228223,2228860,2228860,2228055,2226751,2225481,R
2211610,2211610,2210228,2209470,2208652,2209485,2209485,2212135,2212913,2212544,2212109,2212109,2211729,2211311,2210977,2210281,2210281,2207389,2204030,2201376,2199979,2199979,2198825,2197588,2196017,2194745,2194745,2194124,2193624,2193584,2192300,2192300,2189713,2186867,2185494,2185061,2185061,2184949,2185060,2184872,R
2185990,2187937,2187937,2193098,2196880,2199170,2199519,2199519,2199967,2199981,2198258,2193748,2193748,2188637,2187315,2190473,2193099,2193099,2194465,2195942,2197610,2200250,2200250,2202276,2203206,2203087,2202251,2202251,2203007,2204221,2205597,2205933,2205933,2206020,2208221,2208221,2209071,2209071,2209224,2208611,R
2205687,2203560,2200899,2201518,2201393,2201393,2200066,2200066,2201360,2203795,2203795,2206150,2208758,2210805,2211879,2211879,2209783,2209783,2209289,2210190,2210190,2210340,2210311,2210632,2211049,2211049,2212203,2213324,2214159,2213763,2213763,2211940,2210869,2210769,2211067,2211067,2211257,2211829,2211835,2212431,R
2230538,2231155,2231822,2231591,2229973,2229973,2228731,2228089,2227969,2228061,2228061,2228045,2228180,2228463,2228801,2228801,2229668,2230381,2230356,2228929,2228929,2227843,2227513,2227663,2228069,2228069,2228342,2228704,2229167,2229798,2229798,2231771,2231771,2231374,2230005,2230005,2228626,2228626,2228933,2229425,R
2223681,2224679,2224396,2225761,2228087,2228087,2229656,2231404,2231022,2229602,2229931,2229931,2231338,2232061,2232348,2232348,2232680,2233067,2233626,2234939,2234939,2236028,2236374,2235125,2233299,2233299,2232601,2232685,2234003,2234003,2234082,2234406,2235750,2235750,2235750,2236310,2236827,2234836,2233918,2233918,R
2233509,2232806,2232412,2232412,2232838,2233622,2233740,2234281,2234281,2234338,2233223,2233801,2234522,2234522,2234208,2232282,2231354,2231099,2231099,2231883,2232742,2233252,2233877,2233877,2234111,2235055,2235660,2235660,2236423,2234880,2232899,2232356,2232356,2232355,2232836,2233108,2233560,2233560,2233417,2233709,R
2220072,2220072,2218413,2219236,2219236,2219622,2219622,2219681,2220333,2220764,2221016,2221016,2221983,2223264,2223962,2222741,2222741,2221825,2220891,2221465,2222328,2222328,2222852,2223579,2223898,2224416,2224416,2225454,2226278,2226422,2226422,2225117,2224016,2223592,2223987,2223987,2224462,2224977,2225470,2225648,R
2214768,2214875,2214961,2214961,2216261,2217822,2217954,2219585,2219585,2220143,2221651,2222953,2225055,2225055,2226555,2227141,2225431,2224449,2224449,2224705,2224216,2223931,2225273,2225273,2225857,2225905,2226626,2226876,2226876,2226053,2224247,2223204,2223204,2223204,2224114,2224340,2224770,2226122,2225433,2225433,R
2209927,2211475,2210937,2212202,2213134,2214033,2214033,2215589,2216633,2217970,2217970,2219991,2219196,2217332,2215793,2215793,2215533,2216404,2217144,2217866,2217866,2217932,2218802,2219764,2221586,2222928,2222928,2222576,2220414,2219194,2219473,2219473,2220868,2221854,2222072,2223080,2223080,2223160,2224028,2224799,R
2210309,2210960,2211135,2212446,2212718,2213655,2214108,2214316,2211925,2210736,2209974,2210431,2211298,2211483,2211532,2212588,2212955,2214525,2214525,2214133,2213408,2210864,2209508,2209487,2210395,2211549,2212065,2213050,2213275,2214337,2215392,2216327,2215664,2214374,2213929,2213780,2214626,2214755,2215296,2215617,R
2217804,2215961,2214581,2215528,2215759,2216831,2217485,2218978,2219744,2221757,2223264,2224234,2223731,2223138,2222713,2223099,2224561,2225065,2225911,2226638,2227459,2228815,2230557,2230847,2230378,2228791,2228427,2227942,2228608,2228962,2229398,2230628,2231161,2232149,2233519,2233875,2232993,2231389,2231182,2231571,R
2216902,2218662,2219553,2223326,2225168,2227501,2226717,2226071,2226374,2227181,2228445,2228732,2230329,2231076,2232189,2233567,2234293,2235007,2233827,2232475,2231916,2232419,2233233,2233638,2233898,2234336,2235093,2236471,2237440,2237146,2235903,2234017,2233447,2233702,2234009,2234371,2234203,2234326,2234910,2235628,R
2227989,2229151,2227678,2226517,2226254,2226847,2228450,2228369,2228626,2228935,2229630,2230651,2230945,2230516,2228469,2227189,2226400,2226400,2226548,2226767,2226868,2227376,2228203,2228827,2229396,2227662,2225793,2224800,2224833,2225162,2225558,2225423,2225360,2226031,2227131,2227958,2227735,2225880,2224265,2223631,R
2219338,2219694,2220385,2220928,2221206,2221634,2222534,2223227,2224418,2224807,2223391,2221420,2220564,2220807,2221278,2221624,2222106,2222612,2223452,2224302,2225245,2224967,2223453,2221876,2221602,2222353,2222692,2222878,2223286,2223589,2224833,2226044,2226684,2226042,2224114,2222931,2222661,2223247,2223767,2224261,R
2205214,2205855,2206528,2208758,2209678,2212308,2212588,2211998,2211629,2212235,2213550,2214762,2215094,2215945,2216576,2218189,2219540,2219427,2217874,2215993,2215690,2215508,2215969,2216431,2216639,2216393,2216792,2217971,2218541,2218684,2218089,2217614,2218180,2218927,2219675,2220231,2221578,2221800,2222471,2223604,R
2216389,2215716,2215435,2216313,2217156,2218001,2219285,2218750,2219695,2220857,2222413,2223084,2223278,2222221,2221457,2221595,2222977,2223396,2223943,2224066,2224371,2225292,2226610,2227133,2226958,2225151,2224141,2224081,2224645,2225214,2225272,2225306,2225632,2225772,2226464,2227051,2227560,2225625,2224045,2223344,R
2200465,2196924,2193504,2192401,2192261,2192564,2193459,2194565,2194540,2195054,2195746,2197042,2197042,2197888,2196631,2194083,2192896,2192896,2192899,2192621,2192547,2192179,2192179,2192569,2192514,2192936,2193946,2193946,2194374,2192947,2190509,2188286,2188286,2189825,2191647,2193927,2195472,2195472,2196145,2197986,R
2191208,2192256,2192256,2194413,2196035,2198494,2200539,2200539,2202362,2202952,2201824,2201382,2201382,2203415,2203415,2203959,2204705,2204705,2205922,2207009,2208297,2210276,2210276,2211383,2210715,2209596,2208411,2208411,2208281,2209486,2210619,2210956,2210956,2211140,2211890,2212822,2214384,2214384,2215339,2215046,R
2203472,2205903,2207676,2207342,2206267,2206267,2206105,2206749,2208521,2209644,2209644,2210274,2211298,2212662,2214062,2214062,2215638,2216404,2215862,2214965,2214965,2214175,2215108,2215684,2216289,2216289,2216845,2217409,2218461,2219748,2219748,2220849,2221600,2220793,2218688,2218688,2217992,2217402,2217740,2217896,R
2208000,2204491,2205582,2205582,2208429,2209849,2211484,2211484,2213288,2215000,2215499,2213856,2213856,2211954,2210855,2209655,2209460,2209460,2209121,2209352,2209286,2209367,2209367,2209668,2209581,2207839,2205264,2205264,2203481,2201699,2199567,2201653,2201653,2201205,2205011,2205609,2208632,2208632,2211359,2209919,R
2207119,2207375,2207375,2207567,2205711,2202699,2200971,2200971,2200171,2200314,2200710,2200879,2200879,2201386,2201657,2202672,2203452,2203452,2202429,2200126,2199009,2198961,2198961,2199979,2201220,2202192,2203086,2203086,2204261,2205735,2207093,2206830,2206830,2204700,2203302,2202910,2203634,2203634,2204798,2205880,R
2226518,2225280,2225640,2224792,2222562,2222562,2222573,2222483,2223733,2226147,2226147,2226968,2226998,2226998,2226998,2226998,2228424,2230158,2232968,2232968,2232968,2233951,2235254,2235415,2235159,2235159,2233287,2232186,2231533,2232517,2232517,2233501,2234651,2235161,2236416,2236416,2237133,2238950,2238481,2236937,R
2203573,2204734,2205932,2205932,2207409,2207918,2204914,2203349,2203349,2201811,2201503,2203163,2202943,2202943,2203601,2204132,2205014,2206145,2206145,2205695,2203165,2200461,2199032,2199032,2199425,2200102,2200645,2200834,2200834,2201079,2202577,2203386,2203230,2203230,2201017,2197743,2196317,2196317,2196317,2196916,R
2196421,2196421,2196051,2194703,2194206,2194615,2194615,2195601,2196904,2198461,2199962,2199962,2200758,2202616,2204501,2206995,2206995,2207375,2206178,2204839,2204616,2204616,2205511,2206741,2207312,2208211,2208211,2209116,2210765,2212146,2213479,2213479,2214805,2214653,2212732,2211227,2211227,2210639,2211437,2212979,R
2208175,2208175,2210276,2212444,2214668,2213648,2213648,2211873,2208878,2208107,2207517,2207517,2207134,2206163,2206163,2207060,2207060,2207112,2207417,2207519,2208459,2208459,2207531,2205537,2203819,2203717,2203717,2203243,2203294,2203650,2204079,2204079,2204295,2204886,2206160,2207538,2207538,2207168,2204627,2202378,R
2197048,2197566,2198296,2200657,2200657,2203006,2203517,2201596,2200181,2200181,2200506,2200506,2201626,2202914,2202914,2204941,2204941,2205794,2207343,2207343,2209266,2210311,2209320,2206776,2206776,2205618,2205971,2206521,2207744,2207744,2208247,2209085,2209822,2210557,2210557,2212323,2214575,2214575,2214575,2213463,R
2205918,2206934,2207997,2209393,2209393,2210366,2211435,2212432,2211666,2211666,2209371,2206927,2206061,2206437,2206437,2205839,2205697,2205697,2205964,2205964,2206748,2206769,2207742,2206405,2206405,2204257,2202115,2201277,2200971,2200971,2202077,2202198,2202585,2203344,2203344,2204203,2205376,2206692,2207207,2205361,R
2218865,2218865,2219624,2218867,2216921,2214841,2214841,2214897,2215345,2216068,2215294,2215294,2214963,2214587,2214798,2214441,2214441,2213984,2213014,2210985,2206882,2206882,2206359,2206717,2207799,2209156,2209156,2210343,2212367,2213680,2216193,2216193,2218096,2219883,2219208,2217897,2217897,2217894,2218398,2219046,R
2223256,2221942,2221715,2221512,2221512,2221736,2222025,2222228,2223061,2223061,2223879,2224829,2224672,2223139,2223139,2220940,2219749,2219339,2219804,2219804,2220228,2220599,2221028,2221694,2221694,2222468,2223577,2223922,2222747,2222747,2220357,2218915,2218374,2218645,2218645,2219017,2219292,2219697,2220277,2220277,R
2222646,2223570,2223570,2221139,2220113,2218990,2219290,2219290,2220212,2219698,2220040,2220112,2220112,2220138,2220633,2221547,2220516,2220516,2218191,2215688,2214286,2214256,2214256,2214156,2214319,2214116,2214093,2214093,2215094,2215691,2216630,2216638,2216638,2214593,2212352,2211567,2212221,2212221,2213257,2214011,R
2246811,2247112,2248627,2250042,2250042,2249289,2246357,2246357,2244935,2244935,2244556,2244937,2243714,2242579,2242579,2242565,2244441,2244441,2245441,2245441,2245063,2241262,2241262,2240088,2240088,2240950,2240915,2240320,2240720,2240720,2240031,2240235,2240316,2240464,2240464,2240208,2237075,2234147,2233486,2233486,R
2219375,2218648,2218648,2219920,2220536,2222488,2223648,2223648,2225183,2226723,2227146,2228114,2228114,2228836,2228835,2227957,2226634,2226634,2226443,2227299,2228132,2229226,2229226,2229735,2229928,2230783,2231938,2231938,2232653,2232644,2231313,2230434,2230434,2230125,2230428,2231310,2232314,2232314,2232830,2233364,R
2247308,2247527,2248024,2248374,2248374,2249948,2250549,2251214,2250254,2250254,2249541,2248675,2248736,2249106,2249106,2249516,2250063,2249809,2249809,2250550,2251312,2251264,2252119,2252119,2252924,2252903,2251365,2249581,2248855,2248855,2249030,2248888,2249120,2249374,2249374,2249519,2249992,2250663,2251439,2251439,R
2235064,2235064,2235538,2236435,2237154,2238283,2238283,2239253,2240751,2239944,2238288,2238288,2236897,2236260,2236071,2236589,2236589,2236916,2237282,2237791,2238595,2238595,2239347,2240266,2241118,2241862,2241862,2240938,2238996,2237184,2236735,2236735,2236839,2237409,2238696,2238300,2238300,2238666,2239044,2239486,R
2230495,2230024,2230480,2230984,2230984,2231691,2232979,2232979,2233951,2233951,2234978,2236154,2237152,2238483,2238483,2238180,2236780,2235398,2234515,2234515,2234666,2235134,2235183,2235291,2235291,2235343,2235975,2236607,2237696,2237696,2238496,2239141,2238448,2236574,2236574,2235053,2234276,2234037,2234037,2234037,R
2231423,2231070,2230724,2230724,2230550,2231125,2232062,2232788,2232788,2233517,2233796,2234426,2235074,2235074,2236174,2237332,2238152,2238145,2238145,2236602,2235068,2234589,2234589,2234589,2234906,2235067,2235454,2235775,2235775,2236465,2237231,2238027,2239046,2239046,2239464,2238560,2236744,2235709,2235709,2235840,R
2226730,2226730,2227758,2228083,2228820,2230354,2230354,2230780,2232229,2231859,2230132,2230132,2228096,2226670,2226364,2226583,2226489,2226489,2226860,2226970,2227735,2227735,2228345,2229095,2229995,2230331,2230331,2228893,2226985,2225099,2224743,2224743,2224947,2224905,2225618,2225858,2225858,2226209,2226915,2227961,R
2224739,2224629,2225062,2225062,2224218,2224495,2223926,2219931,2219931,2218421,2217101,2216074,2216365,2216365,2216446,2216706,2216867,2217309,2217309,2218431,2219615,2220067,2218980,2218980,2217033,2216115,2215633,2215968,2215968,2216214,2216442,2216847,2217465,2217465,2218438,2219444,2220558,2220357,2220357,2219060,R
2220748,2220087,2219010,2219010,2218377,2217201,2216505,2215782,2215782,2214971,2214206,2212425,2209028,2209028,2206195,2204512,2203355,2202422,2202422,2201501,2200287,2199539,2199134,2199134,2199024,2198998,2198646,2196888,2196888,2194353,2191987,2191200,2190500,2190500,2190279,2189675,2189463,2189222,2189222,2189370,R
2219476,2218640,2218640,2217081,2217153,2217169,2217169,2218165,2219452,2220503,2220769,2220769,2221406,2221376,2221635,2222657,2222657,2222301,2220866,2220400,2220258,2220258,2220849,2221453,2222100,2222057,2222057,2222589,2223627,2224461,2225639,2225639,2225865,2224871,2223500,2222756,2222756,2223022,2223414,2223901,R
2230810,2230539,2230541,2230541,2229927,2227683,2224413,2222066,2222066,2220460,2219596,2218814,2217873,2217873,2216871,2216146,2215789,2215434,2215361,2215361,2215370,2213997,2211046,2211046,2208839,2207871,2207636,2207720,2207720,2207658,2207543,2207770,2208351,2208351,2208990,2209952,2211048,2211277,2211277,2210016,R
2223579,2224677,2224265,2224613,2224613,2224304,2222361,2220234,2218871,2218871,2218545,2218645,2218761,2218714,2218714,2218920,2219717,2219717,2220424,2220424,2221202,2221016,2219314,2217504,2217504,2216444,2216069,2216093,2216308,2216308,2216372,2216731,2217331,2217831,2217831,2218732,2219560,2219554,2218052,2218052,R
2205450,2204603,2203339,2203926,2203926,2204358,2204950,2205496,2206078,2206078,2206905,2208172,2209042,2208758,2208758,2206786,2204975,2204337,2204773,2204773,2205380,2205849,2206013,2206611,2206611,2207406,2208337,2209568,2209836,2209836,2209225,2207201,2205478,2204848,2204848,2204965,2205399,2205912,2206150,2206150,R
2220394,2219275,2216548,2213990,2213990,2212611,2211763,2211235,2210991,2210991,2210146,2209415,2208997,2208539,2208539,2208041,2207007,2204419,2201578,2201578,2199954,2198570,2197241,2195971,2195971,2195025,2194157,2193528,2193162,2193162,2192734,2192601,2191960,2189761,2189761,2187291,2185689,2184797,2184570,2184570,R
2207679,2207635,2207635,2207033,2206823,2206429,2206735,2206735,2207329,2207924,2208078,2206718,2206718,2205095,2203885,2203540,2203734,2203734,2203961,2203990,2204128,2204534,2204534,2205338,2206044,2206590,2206149,2206149,2204688,2203268,2202562,2202968,2202968,2203364,2203986,2204348,2204983,2204983,2205947,2206775,R
2220089,2218876,2218978,2218509,2218509,2216412,2214466,2212790,2211802,2211802,2211297,2210979,2210904,2210876,2210876,2210957,2212098,2213190,2213259,2213259,2211583,2209738,2209066,2208642,2208642,2208718,2208473,2208523,2208649,2208649,2209074,2209720,2210668,2211265,2211265,2211091,2209073,2207264,2207060,2207060,R
