T3-RE-3T:[1820234, 1820281, 1820211, 1820211, 1820126, 1820140, 1820185, 1820060, 1820060, 1820183, 1820385, 1820298, 1820431, 1820431, 1820646, 1820685, 1820548, 1820395, 1820181, 1820181, 1820269, 1820401, 1820248, 1820248, 1820404, 1820246, 1820342, 1820347, 1820347, 1820449, 1820546, 1820723, 1820830, 1820807, 1820807, 1820967, 1820847, 1820856, 1820856, 1820798, 1820635, 1820786, 1820786]
LT-RE-3T:[1834309, 1834515, 1834337, 1834499, 1834499, 1834433, 1834217, 1834273, 1834273, 1834429, 1834617, 1834566, 1834193, 1834193, 1833844, 1833925, 1833913, 1833828, 1833828, 1833946, 1833975, 1834234, 1834478, 1834478, 1834296, 1834385, 1834351, 1834398, 1834114, 1834114, 1834099, 1833973, 1833973, 1833973, 1834110, 1833625, 1833811, 1833724, 1833724, 1833908, 1833930, 1833918, 1834229]
MW-RE-3T:[1823296, 1823089, 1823089, 1823089, 1823013, 1823086, 1823086, 1823076, 1823170, 1823039, 1823249, 1823249, 1823316, 1823516, 1823782, 1823972, 1823972, 1824013, 1824056, 1823705, 1823619, 1823619, 1823563, 1823606, 1823539, 1823589, 1823589, 1823811, 1823811, 1823920, 1824101, 1824101, 1824330, 1824312, 1824503, 1824661, 1824661, 1824668, 1824593, 1824515, 1824209, 1824209, 1824277]
PS-RE-3T:[1816884, 1816787, 1816383, 1816383, 1816267, 1816081, 1816047, 1816047, 1815973, 1815879, 1815983, 1815959, 1815959, 1816021, 1816051, 1816209, 1815879, 1815879, 1815776, 1815642, 1815722, 1815730, 1815730, 1815730, 1815936, 1815842, 1815876, 1815876, 1815933, 1816007, 1815951, 1816107, 1816107, 1815771, 1815786, 1815732, 1815797, 1815797, 1815955, 1816019, 1816119, 1816133, 1816133]
FI-RE-3T:[1825107, 1825006, 1825006, 1825067, 1825103, 1825210, 1825182, 1825182, 1825282, 1825176, 1825279, 1825253, 1825253, 1825081, 1825000, 1824976, 1824954, 1824954, 1825148, 1825220, 1825346, 1825308, 1825308, 1825522, 1825555, 1825800, 1825798, 1825798, 1825891, 1825727, 1825540, 1825380, 1825380, 1825117, 1825061, 1824941, 1824941, 1825187, 1825094, 1825184, 1825184, 1825331, 1825331]
TP-RE-3T:[1821017, 1820742, 1820742, 1820742, 1820742, 1820453, 1820453, 1820135, 1819936, 1819639, 1819293, 1819293, 1819505, 1819575, 1819382, 1819519, 1819519, 1819314, 1819504, 1819560, 1819472, 1819472, 1819428, 1819154, 1818964, 1818793, 1818520, 1818520, 1818230, 1818069, 1817912, 1817912, 1817820, 1817593, 1817805, 1817866, 1817866, 1818079, 1817946, 1817992, 1817869, 1817869, 1817509]
WT-RE-3T:[1809135, 1809174, 1809186, 1809342, 1809342, 1809606, 1809672, 1809951, 1810040, 1810040, 1810191, 1810289, 1810362, 1810355, 1810355, 1810266, 1810399, 1810414, 1810575, 1810575, 1810618, 1810759, 1810810, 1810921, 1810921, 1810999, 1811103, 1810952, 1810989, 1810866, 1810866, 1810866, 1811004, 1811139, 1811139, 1811189, 1811214, 1811320, 1811405, 1811378, 1811378, 1811571, 1811730]
LP-RE-3T:[1800559, 1800568, 1800568, 1800669, 1800733, 1800846, 1800846, 1800724, 1800674, 1800449, 1800375, 1800375, 1800294, 1800251, 1800304, 1800325, 1800294, 1800294, 1800329, 1800552, 1800552, 1800552, 1800755, 1800828, 1801199, 1801199, 1801199, 1801267, 1801199, 1801171, 1801137, 1801137, 1801141, 1801272, 1801266, 1801418, 1801418, 1801439, 1801570, 1801712, 1801813, 1801813, 1802014]
PD-RE-3T:[1810136, 1810363, 1810363, 1810164, 1810164, 1810283, 1810114, 1809897, 1809671, 1809671, 1809691, 1809502, 1809662, 1809484, 1809484, 1809579, 1809320, 1809465, 1809437, 1809437, 1809594, 1809543, 1809366, 1809244, 1809244, 1809322, 1809001, 1808630, 1808169, 1808169, 1808169, 1808169, 1808219, 1808158, 1808158, 1808367, 1808440, 1808259, 1807883, 1807883, 1807642, 1807402, 1807510]
T2-RE-3T:[1794955, 1794953, 1794843, 1794782, 1794782, 1794892, 1794590, 1794353, 1794078, 1794078, 1794061, 1793878, 1794053, 1793814, 1793814, 1793707, 1793596, 1793385, 1793385, 1793410, 1793517, 1793600, 1793559, 1793559, 1793479, 1793288, 1793135, 1792979, 1792979, 1792874, 1792756, 1792701, 1792616, 1792616, 1792574, 1792615, 1792541, 1792493, 1792493, 1792485, 1792485, 1792584, 1792540]
