T3-RE-3T:[2472434, 2472434, 2472319, 2472312, 2472312, 2472049, 2471713, 2471351, 2471134, 2471134, 2470970, 2471060, 2471111, 2471222, 2471222, 2471133, 2471140, 2471120, 2471120, 2471145, 2471271, 2471303, 2471379, 2471027, 2471027, 2470682, 2470274, 2470026, 2469730, 2469730, 2469515, 2469503, 2469328, 2469128, 2469128, 2469099, 2469050, 2469010, 2469010, 2469040, 2469048, 2469091, 2469147]
LT-RE-3T:[2461264, 2461255, 2461255, 2461177, 2461242, 2461203, 2461203, 2461404, 2461771, 2462108, 2462410, 2462410, 2462342, 2461719, 2461090, 2460433, 2460433, 2460122, 2459857, 2459785, 2459640, 2459640, 2459668, 2459703, 2459878, 2459904, 2459904, 2460451, 2460828, 2461186, 2461186, 2460871, 2460159, 2459592, 2459592, 2458882, 2458692, 2458545, 2458523, 2458523, 2458533, 2458597, 2458698]
MW-RE-3T:[2440926, 2440926, 2440971, 2441106, 2441171, 2441324, 2441324, 2441691, 2442268, 2442609, 2443150, 2443150, 2443707, 2444385, 2445129, 2445722, 2445722, 2445743, 2445266, 2445007, 2444666, 2444599, 2444599, 2444688, 2444950, 2445078, 2446097, 2446794, 2447366, 2447366, 2448409, 2449229, 2449229, 2449955, 2450368, 2450203, 2450203, 2449814, 2449643, 2449629, 2449715, 2449715, 2449863]
PS-RE-3T:[2456661, 2456626, 2456726, 2456799, 2457048, 2457048, 2457380, 2457513, 2457159, 2456517, 2456517, 2455480, 2455167, 2454914, 2454914, 2454755, 2454824, 2454764, 2454764, 2454859, 2455244, 2455589, 2456075, 2456075, 2456080, 2455889, 2455478, 2454674, 2454585, 2454359, 2454407, 2454482, 2454517, 2454714, 2455008, 2455008, 2455284, 2455714, 2456078, 2456317, 2456317, 2456699, 2456885]
FI-RE-3T:[2467950, 2467568, 2467568, 2467561, 2467540, 2467775, 2467929, 2467929, 2468185, 2468289, 2468942, 2469360, 2469708, 2470380, 2470380, 2470362, 2470292, 2470110, 2470110, 2470289, 2470484, 2470636, 2470888, 2470888, 2471001, 2471769, 2471951, 2471951, 2472495, 2472781, 2473043, 2473047, 2473047, 2472706, 2472518, 2472603, 2472627, 2472627, 2472650, 2472797, 2472890, 2473164, 2473164]
TP-RE-3T:[2479004, 2479073, 2478879, 2478879, 2478549, 2478025, 2477791, 2477791, 2477763, 2477849, 2477936, 2477936, 2477800, 2478058, 2478309, 2478309, 2478294, 2477973, 2477528, 2477405, 2477405, 2477050, 2477048, 2477048, 2477161, 2477059, 2477271, 2477271, 2477458, 2477498, 2477444, 2477051, 2477051, 2476843, 2476614, 2476430, 2476634, 2476634, 2476541, 2476537, 2476552, 2476760, 2476760]
WT-RE-3T:[2476035, 2476317, 2476405, 2476405, 2476512, 2476694, 2476830, 2476950, 2476950, 2477208, 2477384, 2477659, 2478002, 2478007, 2477878, 2477785, 2477765, 2477647, 2478278, 2478448, 2478994, 2479234, 2479606, 2480006, 2480006, 2479811, 2479600, 2479705, 2480099, 2480208, 2480208, 2480433, 2480700, 2481019, 2481345, 2481345, 2481703, 2482017, 2481900, 2481900, 2481674, 2481387, 2481402]
LP-RE-3T:[2466574, 2466731, 2465552, 2464845, 2464540, 2464486, 2464418, 2464466, 2464570, 2464856, 2465009, 2465388, 2465539, 2465348, 2464801, 2464234, 2463672, 2463239, 2462877, 2462834, 2462703, 2462569, 2462569, 2462535, 2462736, 2462823, 2462823, 2462924, 2462832, 2461076, 2460534, 2460003, 2460033, 2459941, 2460154, 2460301, 2460552, 2460739, 2461157, 2461328, 2461945, 2462087, 2461665]
PD-RE-3T:[2458448, 2458722, 2459035, 2459340, 2459606, 2459707, 2460098, 2460606, 2460718, 2460568, 2460357, 2460149, 2460010, 2460093, 2460150, 2460500, 2460500, 2460934, 2461310, 2461816, 2462353, 2462672, 2462558, 2462357, 2462055, 2461768, 2461777, 2461808, 2462138, 2462142, 2462304, 2462718, 2463057, 2463422, 2463758, 2463825, 2463579, 2463486, 2463053, 2462682, 2462793, 2462946, 2462993]
T2-RE-3T:[2484783, 2484053, 2484135, 2483453, 2482761, 2482401, 2482321, 2482183, 2481975, 2481889, 2481867, 2481726, 2481842, 2481931, 2481847, 2481411, 2481058, 2480235, 2479768, 2479472, 2479358, 2479392, 2479400, 2479370, 2479329, 2479453, 2479454, 2479134, 2478670, 2478149, 2477681, 2477014, 2476834, 2476610, 2476500, 2476195, 2476094, 2476086, 2476129, 2476258, 2476273, 2476490, 2476473]
LG-RE-3T:[2462946, 2463342, 2463210, 2462943, 2462813, 2462422, 2462598, 2462584, 2462705, 2462794, 2463041, 2463353, 2463662, 2463920, 2464372, 2464791, 2465306, 2465663, 2466155, 2466476, 2466784, 2466552, 2466406, 2466221, 2466073, 2466128, 2466419, 2466529, 2466737, 2466845, 2467336, 2467577, 2467929, 2468338, 2468889, 2469329, 2469799, 2470269, 2470775, 2470901, 2470733, 2470640, 2470680]
PI-RE-3T:[2444772, 2444568, 2444472, 2444526, 2444641, 2444820, 2445045, 2445471, 2445868, 2446216, 2446068, 2445738, 2445182, 2444933, 2444749, 2445017, 2444848, 2444991, 2445070, 2445440, 2445927, 2446209, 2446642, 2447213, 2447628, 2448157, 2448674, 2449233, 2449180, 2449250, 2448756, 2448451, 2448399, 2448648, 2448653, 2448679, 2448712, 2449147, 2449349, 2449848, 2450263, 2450741, 2451449]
IF-RE-3T:[2480391, 2480391, 2480869, 2481337, 2481139, 2481139, 2480963, 2480648, 2480417, 2480417, 2480729, 2480923, 2481058, 2481374, 2481488, 2481488, 2481965, 2482178, 2482396, 2482516, 2482516, 2482429, 2482085, 2481926, 2481843, 2481878, 2481735, 2481758, 2481758, 2481980, 2482081, 2482654, 2482654, 2482654, 2483024, 2483101, 2483429, 2483563, 2483563, 2483091, 2482413, 2482120, 2482120]
TT-RE-3T:[2486265, 2486299, 2486299, 2486386, 2486555, 2486600, 2486600, 2486620, 2486891, 2487102, 2487442, 2487442, 2487797, 2488093, 2488411, 2488580, 2488580, 2488303, 2488002, 2487717, 2487603, 2487603, 2487487, 2487490, 2487505, 2487439, 2487836, 2487836, 2487955, 2488129, 2488529, 2488529, 2488859, 2489344, 2489660, 2489995, 2489995, 2489770, 2489481, 2489233, 2488824, 2488824, 2488553]
